VariationID,phylop447_score
91,8.123000144958496
92,7.3379998207092285
93,7.316999912261963
95,2.98799991607666
107,7.322999954223633
108,8.102999687194824
240,5.203999996185303
257,7.210000038146973
328,8.123000144958496
376,4.579999923706055
381,3.7660000324249268
403,8.123000144958496
404,5.2729997634887695
418,6.313000202178955
529,5.241000175476074
551,7.341000080108643
554,0.871999979019165
557,4.553999900817871
651,-0.003000000026077032
704,2.565000057220459
800,8.121000289916992
807,0.26100000739097595
808,3.5429999828338623
832,7.340000152587891
844,7.968999862670898
850,8.105999946594238
892,7.72599983215332
1003,-0.5379999876022339
1039,4.370999813079834
1090,8.09000015258789
1095,5.249000072479248
1106,3.5880000591278076
1122,5.561999797821045
1300,2.375
1357,8.064000129699707
1436,7.334000110626221
1440,7.439000129699707
1490,-5.558000087738037
1492,0.0
1537,8.057000160217285
1575,4.311999797821045
1594,4.198999881744385
1755,1.909999966621399
1806,7.238999843597412
1820,8.121000289916992
1876,4.577000141143799
1992,8.114999771118164
2009,8.123000144958496
2020,-0.972000002861023
2103,2.48799991607666
2122,5.3979997634887695
2123,8.041000366210938
2135,0.921999990940094
2139,7.340000152587891
2156,7.123000144958496
2159,7.988999843597412
2167,7.9079999923706055
2201,1.5829999446868896
2327,0.09399999678134918
2343,3.632999897003174
2406,8.104000091552734
2408,7.341000080108643
2415,3.01200008392334
2468,7.340000152587891
2565,4.0970001220703125
2574,-2.239000082015991
2579,7.255000114440918
2580,-2.239000082015991
2584,-6.705999851226807
2598,8.109999656677246
2602,6.355000019073486
2626,8.121000289916992
2627,5.269999980926514
2628,3.0
2664,7.951000213623047
2665,3.3369998931884766
2686,7.308000087738037
2741,3.9700000286102295
2784,7.820000171661377
2838,5.340000152587891
2865,7.791999816894531
2866,7.896999835968018
2872,8.092000007629395
2883,8.095000267028809
3025,3.5239999294281006
3283,8.109999656677246
3285,8.123000144958496
3289,8.005000114440918
3290,3.6549999713897705
3340,1.5570000410079956
3438,-8.041000366210938
3487,8.119999885559082
3488,8.121000289916992
3489,7.339000225067139
3490,8.119999885559082
3491,8.119999885559082
3492,8.123000144958496
3494,6.375
3495,8.121000289916992
3496,7.340000152587891
3497,2.9509999752044678
3498,3.6110000610351562
3502,7.339000225067139
3504,7.339000225067139
3505,8.121000289916992
3506,2.4739999771118164
3536,1.0859999656677246
3537,8.005999565124512
3545,3.561000108718872
3586,7.333000183105469
3607,4.318999767303467
3650,5.4120001792907715
3813,4.390999794006348
3878,-0.06800000369548798
3890,8.104999542236328
3898,8.123000144958496
3905,4.334000110626221
3928,8.121999740600586
3936,8.123000144958496
3938,8.123000144958496
3941,8.123000144958496
4067,5.179999828338623
4069,6.288000106811523
4070,8.039999961853027
4151,0.6539999842643738
4157,8.09000015258789
4338,4.306000232696533
4357,7.3420000076293945
4360,0.0820000022649765
4366,-0.3479999899864197
4392,-5.007999897003174
4396,7.3420000076293945
4397,-1.9769999980926514
4441,8.017999649047852
4443,6.307000160217285
4449,2.0429999828338623
4515,7.85699987411499
4601,2.9110000133514404
4604,5.882999897003174
4642,7.329999923706055
4789,4.692999839782715
4809,2.3499999046325684
4811,5.939000129699707
4839,4.203000068664551
4888,3.4820001125335693
4892,0.9570000171661377
4951,7.193999767303467
4962,4.370999813079834
5006,4.534999847412109
5009,7.156000137329102
5063,5.559000015258789
5123,-0.4259999990463257
5127,6.309000015258789
5193,-7.638999938964844
5201,7.339000225067139
5279,8.055999755859375
5338,8.003999710083008
5339,5.1570000648498535
5340,4.260000228881836
5356,6.4019999504089355
5358,-0.9729999899864197
5402,1.246999979019165
5436,8.123000144958496
5649,-1.2330000400543213
5678,1.0290000438690186
5682,2.4210000038146973
5685,-1.1100000143051147
5718,6.370999813079834
5731,1.9780000448226929
5735,4.5370001792907715
5736,0.009999999776482582
5834,6.311999797821045
5835,8.041999816894531
5836,8.041999816894531
5837,8.041999816894531
5839,8.041999816894531
5947,-0.7099999785423279
5949,8.123000144958496
5952,7.164000034332275
5979,7.318999767303467
6000,8.024999618530273
6073,1.805999994277954
6075,2.7860000133514404
6112,8.088000297546387
6115,-0.45899999141693115
6141,8.045999526977539
6169,2.865000009536743
6187,2.927999973297119
6202,6.249000072479248
6333,8.08899974822998
6355,8.02400016784668
6416,2.3480000495910645
6524,8.121000289916992
